103000-AF2106                   	智能机器人运动性能测试评估平台项目
111007-AD1901/003               	★智能导览机器人
111002-AC2002                   	果蝇幼虫运动行为的神经控制解码
111002-AC1901                   	训练数据不完备时的机器学习理论与方法
111002-AC1902                   	动态认知计算中的注意机制
111008-AC1902                   	无人车系统虚拟训练场
111006-AD1902                   	新型架构芯片
111006-AC2101                   	百亿神经元类脑计算机及基础软件
111007-AD1901                   	天枢人工智能开源开放平台
111008-AC1903                   	端边云协同分布式操作系统
111006-AC2001                   	异构智能计算技术研究平台
111010-AB2104                   	大数据驱动虚实融合的复杂系统多目标演化决策方法                                                                                                                                                          
111008-AC2102                   	经济运行态势分析及模拟推演平台
111002-AC2001                   	多模态情感识别理论与关键技术研究
111008-AD2001                   	面向运动脑机接口的脑信息解析与互适应关键技术研究
113010-AD2001                   	高并行计算嗅觉传感器件
111011-AB2105                   	面向统计可解释的跨媒体小样本深度学习算法研究                                                                                                                                                            
111010-AB2105                   	基于超图的高阶复杂网络建模与计算                                                                                                                                                                        
111011-AB2104                   	面向情感分析的多模态数据融合技术研究                                                                                                                                                                    
119001-AB2101                   	移动众包感知去中心化信任管理和隐私保护关键理论和技术研究                                                                                                                                                
113009-AB2101                   	新型二维材料太赫兹光电融合感知器件研究                                                                                                                                                                  
113010-AD1902                   	超细径高分辨多方位立体显微内窥成像系统
113010-AD1901                   	基于微纳光纤的多参量融合触觉感知系统
113009-AD2001                   	高速度、高精度三维光声断层成像系统的核心器件和系统研制
111001-ZX1801                   	大脑观测与脑机融合科学装置
113005-KF1901                   	感知大科学装置建设及若干关键技术研究
113009-AB2102                   	基于二维材料的量子传感                                                                                                                                                                                  
113006-ZX1801                   	智能低空载人飞行器样机总成
111010-AB2101                   	大规模行人重识别中的无监督持续表征学习                                                                                                                                                                  
115002-AC2101                   	液压驱动轮足双态拟人机器人关键技术与系统研究
111011-AB2102                   	模态确定性受限环境下的跨模态目标识别和行为理解方法                                                                                                                                                      
113007-ZX1801-1                 	面向多中心协同的生物医学智能信息技术平台构建及应用课题一研发多中心协同生物医学信息基础平台
113007-ZX1801-2                 	面向多中心协同的生物医学智能信息技术平台构建及应用课题二研发面向多类型多尺度时序演变医学数据的人工智能工具集
113000-AL2101                   	多维超级感知重大科技基础设施先期调研与论证
113010-AE2001                   	高通量光学纳米光刻与成像装置
113011-AC2101                   	基于FeFET的超低能耗边缘智能芯片（一期）
121005-5TW2101                  	机器视觉模型轻量化与云边端协同计算框架研究
112004-AC2001                   	面向智慧高速公路的车联网系统研发与应用（一期）
112004-AJ2001                   	基于ISO智能交通系统框架的5G技术规范
115008-AJ2101                   	之江实验室智能计算标准体系研究
111008-BA2001                   	双向脑机接口的互适应理论与关键技术研究
111002-BA2001                   	面向大规模多源数据的分布式机器学习计算引擎
111006-GE2001                   	浙江省“万人计划”青年拔尖人才
111006-BC2002                   	可泛化的领域知识计算引擎框架与平台构建
111006-BC2001                   	多源多模数据实时采集与协同感知
111006-GE2001PT                 	浙江省“万人计划”青年拔尖人才（配套）
111002-GD2002                   	基于适应性特征和多步迁移机制的零样本对象检测模型研究
111007-GD2101                   	分布式学习中去中心化理论与框架研究
121001-BA2102                   	高静水压下介电高弹聚合物力电耦合建模及结构设计
113011-GD2001                   	新型二维室温太赫兹光电探测机理与应用研究
111012-BA2101                   	基于睡眠与阿尔兹海默病交互作用的机理研究                                                                                                                                                                
101000-AK2101                   	中国新型研发机构发展与评价研究
100000-540302                   	福利费
101000-UB2101SJ                 	中国新型研发机构与创新型国家建设
111006-AB1903                   	面向生物视觉感知的深度脉冲神经网络模型
112004-AD2003                   	星间高速激光通信机
121005-AC2101                   	车路协同自主交通系统及示范工程建设
101000-UB2102QJ                 	中国新型研发机构与创新型国家建设
103000-UB2101SJ                 	基于SERF超高灵敏惯性测量装置中的光路稳定方法研究
103000-UB2102QJ                 	基于SERF超高灵敏惯性测量装置中的光路稳定方法研究
111002-UB2101SJ                 	面向城市时空大数据的时空网络模型与应用研究
121006-KE2103                   	打造整理智治现代政府的国际借鉴和建议
113010-KA2101                   	高速超分辨三维直写方法与系统的研究
113011-BB2101                   	面向神经形态芯片应用的非易失性器件研究
115002-UA2101                   	眼科手术机器人的多维力觉感知与控制
113010-PI2108                   	★自动化荧光检测系统
111007-AB1904                   	基于联合学习的人体姿态估计与解析
121006-KE2104                   	人工智能养老发展趋势、路径及浙江应对研究
113009-UA2101                   	基于对射双光束真空光镊的加速度传感量程扩展研究
121006-KE2101                   	新一代人工智能技术在现代服务业的应用研究
111007-UA2001QJ                 	分布式学习中去中心化理论与框架研究
111007-UA2001SJ                 	分布式学习中去中心化理论与框架研究
111007-GD2102                   	非确定场景下细粒度图像分类方法研究
111007-BA1901                   	面向深度模型轻量化的联合剪枝和自动压缩技术研究
112004-AD2002/004               	高速光引擎封装与系统测试
111008-BA2101                   	海量高维数据的可视化叙事研究
111008-GE2001                   	海量高维数据的可视化叙事研究
100000-JF1801                   	浙江人工智能生态开源平台和专用芯片培育工作
115002-AL2101/001               	在轨维修智能自主感知与协同操控-余龙腾
100000-217044                   	团建费-智能网络研究院
121010-AM2101                   	P级人工智能芯片及异构计算集群
111006-AB2002                   	面向大数据智能的存算融合新型非易失存储器技术
115006-AC2002                   	基于审计知识图谱的智能审计分析平台及其应用
115002-AC1901                   	★ROBOCUP足球机器人成人组
119000-212001                   	基础理论研究院-编辑部专项经费
111007-CC2001PT/001             	2020KD1CC01/001********（配套子课题一）
111007-CC2001PT                 	2020KD1CC01********（配套）
111007-CC2001                   	2020KD1CC01********
117002-AC2102                   	装备嵌入式智能计算系统
117005-AC2101                   	广域协同的智能计算系统（一期）
115006-TW2102                   	智能综合风控审计平台
100000-540303                   	福利费-计提
113010-542001                   	智能感知研究院—类人感知研究中心—微纳加工平台
121002-BA2106                   	基于深度学习的心脏SPECT影像数据自动分析与量化算法                                                                                                                                                       
113012-BA2101                   	面向分布式光纤传感系统的超高消光比集成电光调制器                                                                                                                                                        
116000-BA2103                   	基于新型拓扑材料的太赫兹探测器件及机理研究                                                                                                                                                              
116000-KC2101                   	浙江省“万人计划”科技创新领军人才（张汝云）                                                                                                                                                            
117006-BA2103                   	空间引力波探测中惯性传感器电荷管理关键技术研究                                                                                                                                                          
122000-540402                   	科研装置建设和管理部-日常运行经费
121005-AB2201                   	智慧交通的多方数据确权与共享技术研究                                                                                                                                                                    
121002-BI2201                   	智能医学影像处理系统                                                                                                                                                                                    
119002-AB2201                   	智能算法可信安全关键理论与技术                                                                                                                                                                          
121001-AB2201                   	柔性仿人手臂动力学建模与抗扰控制技术研究                                                                                                                                                                
121004-AB2201                   	基于二氧化钒相变材料的浮栅晶体管存算一体研究                                                                                                                                                            
113014-AB2202                   	PVDF基柔性微纳结构阵列构筑高灵敏自供电无线触觉传感器                                                                                                                                                    
119002-AB2205                   	基于对抗训练的可信人工智能理论及算法研究                                                                                                                                                                
117006-AB2201                   	面向in-storage智能计算的高性能SSD控制器算法研究                                                                                                                                                         
119002-AB2204                   	借助结构语义知识的小样本学习                                                                                                                                                                            
116000-AB2204                   	基于可编程交换机的分布式模型训练加速研究                                                                                                                                                                
121001-AB2206                   	基于内禀驱动的双足机器人设计与动态运动控制研究                                                                                                                                                          
116000-AB2202                   	面向地理分布机器学习的数据传输加速技术研究                                                                                                                                                              
121001-AB2207                   	基于强化学习的双足机器人多运动模式与抗扰控制方法研究                                                                                                                                                    
103000-311001                   	浙江省智慧海洋军民融合科技协同创新平台
116000-AB2203                   	面向转发计算存储融合的网络资源感知与协同调度技术                                                                                                                                                        
121001-AB2204                   	面向服务机器人的多模态领域时空知识图谱自主构建与更新方法研究                                                                                                                                            
115016-540403                   	北京研究中心—日常运行经费（2022年）
116000-AB2206                   	基于标识的多模态网络互通及多样化寻址路由技术研究                                                                                                                                                        
111010-AB2201                   	全领域的跨学科科技文献知识图谱自动构建                                                                                                                                                                  
119002-AB2207                   	多模态小样本数据的特征增强与语义迁移学习                                                                                                                                                                
113014-AL2201                   	用于腹部脏器手术导航的多模态影像模块关键技术及核心部件研究
119003-AB2201                   	基于磷原子核自旋的量子生物智能与计算及其实验研究                                                                                                                                                        
117001-AB2201                   	高能效数控协同数字信号加速架构研究                                                                                                                                                                      
117007-AB2207                   	面向图神经网络的自动化架构设计方法与关键技术研究                                                                                                                                                        
119002-AB2206                   	强化学习中的不确定性推理                                                                                                                                                                                
117001-AC2102                   	“神威之江之光”异构融合智能超级计算系统
124000-222001                   	智能装备研究院建设经费
100000-541003                   	能耗费（水、电、燃气）
100000-420033                   	增值税归集项目（2022年度非财拨项目支出横向）
116000-UA2201                   	基于恒星导航的星载通信激光指向方法研究
100000-541103/001               	租赁费-北京研究中心
117005-AC2104/002               	大豆智能计算育种平台与应用-徐晓刚
100000-211003/001               	交通保障费用-北京研究中心
107000-226007/001               	后勤物资采购费-北京研究中心
101002-BI2201                   	国家千人计划青年项目—智能医学影像处理系统
113014-BB2201PT                 	柔性界面触觉智能感知关键计量测试技术研究                                                                                                                                                                
116000-AB2205                   	面向大规模多模态存算网融合网络的资源管理关键技术研究                                                                                                                                                    
113014-BB2201                   	柔性界面触觉智能感知关键计量测试技术研究
111012-AC2201                   	面向脑机接口的微型化脑电采集芯片关键技术研究
119004-540402                   	Intelligent Computing 期刊编辑部—日常运行经费
117008-BB2201                   	全光计算芯片试制、评测与平台
119001-AC2201                   	面向广域协同智能计算的可信关键技术研究
117002-AC2201                   	西部高原无人运输车环境感知、导航定位与路径规划关键技术研究
117008-AC2201                   	超快激光直写可重构低损耗光波导及光互连器件
121003-AC2201                   	跨机构隐私保护机器学习建模平台开发和算法模型研究
117006-AC2201                   	面向高性能AI的三维异质集成加速器芯片架构及模拟器
103000-AF2201                   	精密光机系统装调测试实验平台
121003-AC2201/003               	跨机构隐私保护机器学习建模平台开发和算法模型研究-那崇宁
117006-AN2202                   	高级认知调控的神经机制与模型研究
119002-AN2202                   	强化学习样本复杂度理论与算法研究
111010-AN2201                   	基于不确定性高阶图数据模型的智能计算理论与关键技术
111010-AN2202                   	交互式软规则动态知识图谱
117006-AN2201                   	基于存算一体突触器件的低功耗大规模多核心类脑加速器研究
119002-AN2201                   	复杂场景下的听觉及语言理解研究
111007-AD1901/025               	天枢平台昇腾AI芯片适配与效能优化
121001-UB2113PJ                 	eVTOL飞行器复合材料机体结构适坠性研究
111010-UB2101PJ                 	融合时空特征的天地一体化网络动态接入认证技术研究
113010-GA2001                   	超级感知实验室群建设
121005-UB2102PJ                 	基于强化学习的城市快速路合流智能控制方法
111007-AD1901/008               	智能机器人云控平台（一期）（已验收）
111007-AD1901/009               	智能导览机器人（已验收）
121005-UB2115PJ                 	面向动态环境的机器人视觉系统持续学习关键技术研究
121010-TD2101/002               	芯片Chiplet封装结构Co-design设计
116000-6TW2103                  	拟态防御一体化安全工控系统核心部件关键技术研究
119003-540402                   	生物计算研究中心—日常运行经费
113010-UB2126SJ                 	纳米激光直写系统的光学薄膜配置关键技术研究
113010-UA2004                   	纳米激光直写系统的光学薄膜配置关键技术研究（2020TQ0290）
113012-AD2002                   	分布式光纤水听系统（第二期）
121006-4TW2103                  	浙江数据政府建设理论课题研究项目
111011-AB2106                   	融合情景信息的个性化多模态生理信号复杂情感识别研究
111007-AC2101                   	人工智能开源开放平台测试评价
111002-AA2001                   	★面向智慧能源系统的联邦经济调度技术
113012-PI2103                   	水声信号数据的识别与去噪技术研究
111002-AA2002                   	★开放环境下轨迹时空异常实时检测方法研究
111006-PI2001                   	PI科研启动经费
111007-CC2001PT/003             	2020KD1CC01/003********（配套子课题三）
111007-CC2001PT/002             	2020KD1CC01/002********（配套子课题二）
121005-BA2101                   	多场景智能超表面辅助通信系统时空渐进性及谱效/能效联合优化研究
103000-217001                   	科研基础条件改善项目专项经费
111008-AC1901                   	★海量动态图数据的高效可视分析平台
115011-AB1901                   	★人工智能社会实验基础理论研究
117006-UA2101                   	基于忆阻器的概率图模型计算技术研究
113014-AL2102                   	二维碲原子级手性操控及圆偏光感知研究                                                                                                                                                                    
121005-BC2102                   	智能网联汽车车端智能安全网关                                                                                                                                                                            
113012-AL2201                   	光纤传感信号分解与补偿智能算法研究                                                                                                                                                                      
121002-KE2101                   	亚运智能急救医疗保障关键技术研发及示范应用
113013-AL2201                   	基于前驱体反应活性调控及表面活化策略的InSb胶体量子点可控制备研究                                                                                                                                        
113014-AL2103                   	大尺寸高灵敏X射线成像传感器关键技术研究                                                                                                                                                                 
116000-UA2102                   	面向片上光神经网络的铌酸锂薄膜铁电畴光忆阻器
121004-UA2104                   	基于模式干涉的无物镜高通量超分辨激光直写光刻方法研究
121001-UA2104                   	分布式倾旋转翼飞行器的多模态转换协同控制研究
121005-UA2101                   	基于车辆跟驰随机性建模的新型混合交通流特性研究
113013-UA2101                   	基于微波裂解差分光谱法的致病气溶胶快速检测技术研究
113013-UA2102                   	肺癌类器官三维集成传感芯片及其在个性化药效评价中的应用研究
113009-UA2103                   	基于SERF原子自旋超高灵敏磁场测量装置检验第五种力的研究
117005-AC2105                   	水稻育种智能技术与平台研发
117005-AC2104                   	大豆智能计算育种平台与应用
117005-AC2102                   	智能计算材料平台建设与示范应用
117005-AC2103                   	天文大数据智能计算与服务平台
117005-AC2106                   	AI辅助蛋白酶筛选和细胞药设计平台
111007-BC2101                   	人工智能揭榜任务测试评价
113015-AL2101                   	面向智慧城市安全应用的智能感知关键技术研究
121001-AL2105                   	智能曲谱解析技术研究及面向仿人钢琴演奏机器人的应用                                                                                                                                                      
113009-AL2102                   	基于真空光镊的重力仪关键技术研究                                                                                                                                                                        
113009-AL2101                   	里德堡原子多体腔量子电动力学理论及其在量子传感中的应用                                                                                                                                                  
113014-AL2101                   	新型光学传感器的高速片上解调                                                                                                                                                                            
111012-UA2101                   	基于脑-肌闭环功能网络的卒中后运动功能量化评估和康复预测研究
111007-BC2001                   	融合服役环境的地下工程装备全机数字样机构建技术
113004-ZK1901                   	基于深度高斯过程的多特征曲面测量及多传感器数据融合方法研究
112003-DB2004                   	支持IPv6的工业互联网高实时网关
121009-540402                   	科艺融合研究中心—日常运行经费
112003-GE1901                   	数字经济标准化试点
115006-AD2001HZ                 	大规模多维数据实时计算技术及平台（合作）
101100-311001                   	政协委员会客厅活动经费
111010-BA2201                   	面向网络信息传播的软性竞争话题模型及多尺度计算
121001-AB2202                   	面向主动人机交互的协同运动与视听指称意图理解                                                                                                                                                            
116000-AB2201                   	面向多模态可编程网络的精细化测量及流量控制技术研究                                                                                                                                                      
100000-217048                   	团建费-人工智能研究院
100000-217047                   	团建费-生物计算研究中心
100000-217045                   	团建费-Intelligent Computing 期刊编辑部
100000-217046                   	团建费-科研装置建设与管理部
121002-KE2102                   	亚运智能急救医疗保障关键技术研发及示范应用
113014-AB2201                   	应变响应痛觉仿生皮肤的设计与性能研究                                                                                                                                                                    
111007-AD1901/020               	基于天枢平台的短视频生成技术研究
113015-AL2201                   	基于基因编码的仿生味觉感知研究                                                                                                                                                                          
113012-AL2202                   	基于特种光纤传感的多参量多维度航空发动机健康状况监测系统                                                                                                                                                
117005-AC2201                   	复杂机电系统综合仿真软件开发（一期）
113014-6TW2201                  	基于光声的皮肤血糖检测
119002-AB2202                   	开放环境下可解释的视频多模态协同理解研究                                                                                                                                                                
111007-AB2202                   	鲁棒图神经网络架构的全自动高效搜索方法                                                                                                                                                                  
119002-AB2203                   	超大规模图神经网络异构并行算法及应用研究                                                                                                                                                                
111011-AB2201                   	多源知识驱动的可控自然语言对话关键技术研究                                                                                                                                                              
121001-AB2203                   	具有脉冲混杂特性的柔性双臂切换跟踪与多模态抑振控制                                                                                                                                                      
121001-AB2205                   	面向开放环境多模态协同驱动的人机交互意图理解与分析                                                                                                                                                      
111007-AD1901/021               	基于天枢平台的非结构化多模态图像融合技术研究
111007-AD1901/022               	面向竞争博弈场景的多智能体强化学习算法研究
111007-AD1901/023               	面向天枢平台的深度模型缺陷可解释诊断与优化研究
111007-AD1901/019               	标注缺失环境下的视频人体行为感知与定位
111007-AD1901/018               	基于天枢平台的深度神经网络模块化技术研究                                                                                                                                                                
121010-AB2201                   	针对大规模AI应用的专用缓存架构                                                                                                                                                                          
113014-AB2204                   	面向Chiplet芯片封装结构的有限元仿真模型库                                                                                                                                                               
116000-AB2207                   	基于P4编程的多模态网络流量精准控制技术                                                                                                                                                                  
113009-AL2203                   	基于光悬浮的高精度纳米颗粒单体质量过程测量方法                                                                                                                                                          
113009-AL2201                   	面向地磁下生物磁信号感知的NV色心磁测量方法                                                                                                                                                              
113009-AL2202                   	基于悬浮光力体系的高灵敏度电场传感技术研究                                                                                                                                                              
103000-AF2202                   	真空互联传感材料生长表征实验平台
101000-228003                   	信息化自主研发费
101000-228004                   	数据资源
122000-228001                   	计算与数据中心建设费用
101000-228001                   	信息化建设费
101000-228002                   	信息化维护费
121002-BB2201                   	脑图谱大数据分析与建模                                                                                                                                                                                  
113014-AL2202                   	10nm芯片缺陷的光学快速检测探索
113014-AL2203                   	仿生视觉传感器的像素间拮抗与端侧轮廓增强研究
119003-AB2203                   	基于仿生分子电路的DNA存储技术研究                                                                                                                                                                       
121001-AL2201                   	家庭环境孩童陪伴教育机器人研发
103000-221004                   	科研发展部发布会、展会等活动组织费
117007-AN2201                   	面向真实场景非理想数据的视觉深度模型学习研究
117007-KA2201                   	重大/特种装备全生命周期智慧运维平台构建方法及关键技术研究
107000-226005                   	德清AI莫干山基地建设专项
107000-226006                   	工程服务类项目
107000-226007                   	后勤物资采购费
103000-221009                   	科研发展部联合研究中心运行费
103000-221002                   	科研发展部学会会员及管理费
103000-221005                   	科研发展部科研软件采购
103000-221008                   	科研发展部学术咨询委员会运行费
103000-221003                   	科研发展部学术会议组织费
103000-221006                   	科研发展部专利维持费
103000-221007                   	科研发展部学术委员会运行费
100000-221002                   	疫情防控专项经费
100000-221001                   	邮寄费
100000-221003                   	科技奖励
102000-221003/028               	培训费-智能芯片与器件研究中心
102000-221003/024               	培训费-智慧交通研究中心
102000-221003/026               	培训费-智能科技标准化研究中心
102000-221003/022               	培训费-科艺融合研究中心
102000-221003/025               	培训费-智能机器人研究中心
102000-221003/027               	培训费-智能社会治理研究中心
102000-221003/023               	培训费-之江燧原联合创新研究中心
102000-221003/029               	培训费-人工智能研究院
111010-AN2202/002               	交互式软规则动态知识图谱-叶牡丹
102000-221003/034               	培训费-先进计算机研究中心
121002-AN2201                   	人脑记忆机制的仿生研究
102000-221003/036               	培训费-类人感知研究中心
102000-221003/030               	培训费-大数据智能研究中心
102000-221003/032               	培训费-跨媒体智能研究中心
102000-221003/033               	培训费-智能计算硬件研究中心
102000-221003/035               	培训费-智能感知研究院
102000-221003/031               	培训费-混合增强智能研究中心
113013-AL2203                   	低温半导体氧化物基气敏传感器的构建与性能研究                                                                                                                                                            
117008-BB2202                   	光子引线波导耦合器
113014-AL2204                   	面向感存算异构集成的三元瞬态液相混合键合技术                                                                                                                                                            
121004-KA2201                   	矢量光场下的非标记 3D 差分超分辨显微成像机理与技术研究                                                                                                                                                  
100000-BA2201                   	智能机器人云脑基础理论及关键技术研究                                                                                                                                                                    
100000-900104                   	飞扬暂付款
102000-221003/061               	培训费-期刊编辑部
102000-221003/057               	培训费-人才工作办公室
102000-221003/059               	培训费-条件保障部
102000-221003/058               	培训费-人力资源部
102000-221003/066               	培训费-金融科技研究中心
113013-AL2202                   	掺杂和离子插层对二维忆阻器件漏电流和开关电压的协同调控作用及物理机制研究                                                                                                                                
113015-AL2202                   	基于主动机器学习的阵列式复合嗅觉传感器研发及机理研究
121008-AK2201                   	互联网背景下的校外培训监管能力现代化建设
110001-AK2201                   	探索科技创新新型举国体制的之江样本
103000-AF2203                   	传感光缆设计制备和测试平台
123000-540402                   	总师办-日常工作经费
102000-221003/038               	培训费-光电智能计算研究中心
102000-221003/044               	培训费-光纤传感研究中心
102000-221003/037               	培训费-智能计算研究院
102000-221003/040               	培训费-传感系统研究中心
102000-221003/039               	培训费-传感材料与器件研究中心
102000-221003/043               	培训费-智能计算软件研究中心
102000-221003/041               	培训费-量子传感研究中心
102000-221003/042               	培训费-智能计算平台研究中心
117007-KA2201PT                 	重大/特种装备全生命周期智慧运维平台构建方法及关键技术研究
121007-BB2201                   	先进计算等网络基础设施领域关键技术国际标准研究（一期）                                                                                                                                                  
121009-222002                   	科艺融合研究中心-科艺融合学术委员会
122000-221005                   	科研装置建设与管理部咨询费
122000-221001                   	科研装置建设与管理部材料实验平台运行经费
101000-221001                   	综合管理部文秘督办经费
122000-221003                   	科研装置建设与管理部专业实验室安全环境管理费
101100-221001                   	党群工作部党建工作经费
123000-221001                   	总师办科研BM相关设备采购费
123000-221004                   	总师办质量体系建设费用
123000-221003                   	总师办发布会、展会等活动组织费
103000-221001                   	科研发展部项目评审与专家论证费
123000-221002                   	总师办JMRH综合业务发展费
113014-AL2201/001               	用于腹部脏器手术导航的多模态影像模块关键技术及核心部件研究-郭希山
102000-221003/048               	培训费-智能网络研究院/研究部
102000-221003/045               	培训费-智能超算研究中心
102000-221003/046               	培训费-智能网络研究院
102000-221003/049               	培训费-智能网络研究院/综合办公室
102000-221003/047               	培训费-智能网络研究院/工程部
102000-221003/064               	培训费-智能计算基础理论研究中心
102000-221003/062               	培训费-生物计算研究中心
102000-221003/065               	培训费-杭钢之江数字经济联合创新研究中心
102000-221003/063               	培训费-应用数学与机器智能研究中心
102000-221003/067               	培训费-健康医疗大数据研究中心
111010-AN2202/001               	交互式软规则动态知识图谱-金雄男
107000-226004                   	未来社区
107000-226001                   	办公及实验区提升改造
107000-226003                   	强弱电及文化环境提升改造
107000-226002                   	二期建设专项费用
119002-BB2201                   	人脑听觉认知机制解析与听觉模型类脑性能评估
119004-221006                   	编辑部-业务发展经费
119004-221002                   	编辑部-编委会成员劳务费
119004-221005                   	编辑部-活动参与经费
119004-221003                   	编辑部-特邀编辑审稿费
119004-221001                   	编辑部-Science合作办刊经费
119004-221004                   	编辑部-活动组织经费
102000-221003/050               	培训费-综合管理部
102000-221003/051               	培训费-财务管理部
102000-221003/052               	培训费-党群工作部
102000-221003/053               	培训费-发展合作部
102000-221003/054               	培训费-纪检监察审计部
102000-221003/060               	培训费-北京研究中心
102000-221003/055               	培训费-科研发展部
102000-221003/056               	培训费-科技装置建设与管理部
111007-AD1901/017               	面向开放场景的半监督目标检测算法研究                                                                                                                                                                    
121003-AB2201                   	生物密钥识别系统的可算不可识关键技术研究                                                                                                                                                                
119003-AB2202                   	新型类组织膜系统理论及实现方法研究                                                                                                                                                                      
121010-AB2202                   	高吞吐智算集群异构资源调度技术                                                                                                                                                                          
101000-221004                   	综合管理部会议会务经费
101100-221002                   	党群工作部宣传文化经费
102000-221004                   	人力资源部背景调查服务费
102000-221005                   	人力资源部-人才专项服务费
108000-221003                   	发展合作部成果转化与资产评估费
108000-221004                   	发展合作部人工智能大赛
101000-221003                   	综合管理部全球事务经费
102000-221001                   	人力资源部博士后工作经费
102000-221007                   	人力资源部人事档案整理服务费
105000-221004                   	财务资产部招标采购前置审核费
107000-221001                   	条件保障部图书及文献数据资源采购费
102000-221003                   	之江书院
105000-221002                   	财务资产部采购专家咨询评审费
101000-221005                   	综合管理部战略研究工作
101100-221003                   	党群工作部“菁英计划”干部培养
101000-221002                   	综合管理部法务工作经费
102000-221006                   	人力资源部薪酬体系优化项目
107000-221002                   	条件保障部小额工程专项审计经费
106000-221001                   	纪检监察部审计费
108000-221001                   	发展合作部对外合作与成果转化等活动费
108000-221005                   	发展合作部合作项目推进与咨询费
109000-221001                   	人才工作办公室高层次引才服务费
101000-AK2201                   	《之江实验室发展促进条例》立法研究
100000-ZJ2100                   	“先进计算与新兴软件”重点专项部省联动工作专项经费
121009-222001                   	科艺融合研究中心工作启动费
121001-AC2201                   	输尿管软镜操作机器人系统
115008-222001                   	国家技术标准创新基地建设
105000-221003                   	财务资产部外包劳务费
108000-221002                   	发展合作部机器人创新园推进与实施费
122000-221002                   	科研装置建设与管理部声学实验室运行经费
122000-221006                   	科研装置建设与管理部运维团队服务费
105000-221001                   	财务资产部绩效评价业务费
102000-221002                   	人力资源部专业技术职称评审费
106000-221002                   	纪检监察部廉政文化建设费
122000-221004                   	科研装置建设与管理部6#楼洁净室运营管理费
115008-222004                   	数字经济标准创新论坛
121009-222003                   	科艺融合研究中心-科艺联盟学术交流会
115016-222002                   	北京研究中心-中心学术委员会
115002-222001                   	金工中心专项业务运营经费
115008-222002                   	浙江省智能技术标准创新促进会建设运行
120000-222001                   	智能网络研究院-十四五重大项目团队建设专项
115008-222003                   	智能科技标准化研究中心技术组织年（会）费
115006-222001                   	金融科技研究中心协会、出版刊物
121005-222002                   	智慧交通研究中心-无人车比赛参赛费
115016-222001                   	北京研究中心-学术会议组织费
115016-222003                   	北京研究中心-高水平人才引进费
121005-222001                   	智慧交通研究中心-自动驾驶仿真赛
115002-222002                   	机器人领域学术交流活动经费
115011-222001                   	智能社会治理研究中心-专项课题业务费
122000-228002                   	计算与数据中心运维保障维护费
122000-AF2205                   	智能计算育种数字反应堆实验平台
113015-AL2204                   	基于超表面的中波红外窄带滤光片设计研究                                                                                                                                                                  
113014-BB2202                   	先进结构与功能内镜成像技术研究及样机研制                                                                                                                                                                
117005-KB2201                   	高精度运动脑机接口关键技术与方法研究-面向语音交互的多模态混合脑机接口的关键技术与方法研究                                                                                                               
117005-KB2201PT                 	高精度运动脑机接口关键技术与方法研究-面向语音交互的多模态混合脑机接口的关键技术与方法研究                                                                                                               
113014-BB2202PT                 	先进结构与功能内镜成像技术研究及样机研制                                                                                                                                                                
113015-AL2203                   	超长基线激光链路弱光锁相噪声与控制模型研究
118000-PI2201                   	复杂电磁环境自主长时高精度导航技术
113014-PI2201                   	多功能柔性触觉传感的研究
113012-PI2201                   	基于微波光子频域反射的分布式光纤传感技术
113009-KA2202                   	基于悬浮腔光力系统的量子极弱力传感关键技术研究                                                                                                                                                          
117005-AC2204                   	数字细胞-药物发现智能平台（一期）
100000-420000                   	增值税留抵退税归集项目
121005-PI2201                   	科研启动经费
116000-KB2201                   	适用于5G/6G高速通信应用的毫米波E波段集成电路芯片及表贴封装关键技术研发                                                                                                                                  
116000-KB2201PT                 	适用于5G/6G高速通信应用的毫米波E波段集成电路芯片及表贴封装关键技术研发                                                                                                                                  
121001-BA2201                   	复杂空间环境威胁行为的融合感知与等级认知                                                                                                                                                                
117008-PI2101**                 	片上微型自由曲面光耦合器的设计开发（后续支出）
121003-AC2201/005               	跨机构隐私保护机器学习建模平台开发和算法模型研究-严笑然
121010-AM2101/001               	面向Chiplet芯片封装结构的有限元仿真模型库
117005-AC2104/004               	大豆智能计算育种平台与应用-徐晓刚
116000-BB2201PT                 	通感测一体的阵列式微波光子关键技术                                                                                                                                                                      
113014-BB2203PT                 	用于内窥镜及荧光手术导航设备关键性能评价的仿生模体研究                                                                                                                                                  
113014-BB2203                   	用于内窥镜及荧光手术导航设备关键性能评价的仿生模体研究                                                                                                                                                  
116000-BB2201                   	通感测一体的阵列式微波光子关键技术                                                                                                                                                                      
112004-BC2101RY                 	安全编排自动化人员经费
113014-TW2201                   	基于软管微流控的力触觉感知研究
121004-KE2201PT                 	单晶体管的存算一体化新结构
121004-KE2201                   	单晶体管的存算一体化新结构
116000-KB2202                   	国产汽车控制处理芯片研发及应用
117009-AC2201                   	大规模高效图学习平台
113014-AC2205                   	面向快速、精准术中病理诊断的新型激光超声传感成像                                                                                                                                                        
103000-217001/001               	燧原、智能超算机房基础设施装修
121006-TW2202                   	促进浙江人口长期均衡发展专项应用开发框架研究
116000-KB2203                   	面向下一代3.2Tbps光引擎的核心光电子芯片及其关键技术研究
121001-KB2201                   	基于工业级模型的应急建筑快速设计技术中集成无人机与激光扫描的高精度点云三维场地快速逆向建模
