115002-UA2003QJ                 	仿人机器人高性能腿足的结构优化与运动控制研究
115002-UA2004QJ                 	深度学习算法在云-边-端混合计算环境下的协同推理方法研究
115002-UA2005QJ                 	基于简化模型的仿人机器人欠驱动步行控制研究
115002-UA2006QJ                 	载人多旋翼飞行器气动性能全局代理模型及其空间复杂特性研究
115004-UA2001QJ                 	基于CT图像的胰腺癌治疗反应预测研究
115004-UA2002QJ                 	临床风险预测模型时空泛化能力提升关键技术
115004-UA2003QJ                 	基于WD40蛋白的重要结构特征理解其相关变异的致病分子机制
113009-FF1901                   	基于双频操控技术的NV色心磁场测量温度波动补偿方法
111002-UA2003SJ                 	面向情绪分类识别的复合情绪认知神经指标研究
113009-UA2012SJ                 	高精度激光调制系统研究
120000-540402                   	智能网络研究院-日常运行经费
115004-UA2001                   	基于轻量化ANCHOR-FREE网络的4D显微图像中的快速鲁棒的细胞分裂检测（2020M671826）
115004-UA2008SJ                 	A 3D full scale connected recurrent deep layer aggregation for Scale Insensitive, Fast and Robust Liver Lesion Detection and Classification in Dynamic CT image
115004-UA2019SJ                 	基于轻量化ANCHOR-FREE网络的4D显微图像中的快速鲁棒的细胞分裂检测
119002-540402                   	应用数学与机器智能研究中心-日常运行经费
113012-PI2102                   	★蓝宝石光纤分布式高温传感演示系统
112004-AB2106                   	基于多模式数据驱动的无线边缘智能
111010-AC2101                   	未来实验室数字化管理和科研辅助工具平台
113012-AD2101                   	018项目
100000-217001                   	团建费-综合管理部
108000-540402                   	发展合作部—日常运行经费
100000-217003                   	团建费-人力资源部
100000-217026                   	团建费-北京研究中心
100000-217030                   	团建费-智能计算基础理论研究中心
100000-217019                   	团建费-光纤传感研究中心
100000-217016                   	团建费-量子传感研究中心
100000-217017                   	团建费-类人感知研究中心
130000-540402                   	智能感知研究院-日常运行经费
112004-AD2002                   	面向未来超大数据中心的800G光收发芯片与光引擎技术
113009-UB2106QJ                 	利用SERF原子自旋量子精密传感器测量自旋与速度相关的新奇相互作用力
111007-UB2102QJ                 	跨模态的动作识别与行为时序定位方法研究
115005-FF1901                   	基于人工智能的内容安全与攻防战略研究
112003-BC2001                   	多模态智慧网络核心技术与原理平台
115011-TD2002                   	新型研发机构的组织机制和配套政策研究
116000-TW2102                   	物联智慧站边缘计算服务器开发
103000-212016                   	数字反应堆工作专班经费
121001-AL2101                   	智能材料类肌肉驱动技术研究
121010-TD2102/001               	P级人工智能芯片及异构计算集群（人工智能计算平台管理系统）-杨非
102000-542005/001               	博士后创新人才支持计划日常经费—张智敏
102000-542005/002               	博士后创新人才支持计划日常经费—刘锡
115004-GD2101                   	基于真实世界数据的疾病风险预测模型临床实用性提升关键技术
112004-BC2101                   	安全编排、自动化与相应（SOAR）技术和产品
111006-BB2101                   	基于混合器件的大规模神经形态芯片架构设计
115002-AL2101                   	在轨维修智能自主感知与协同操控
111008-AC2103                   	基于数字孪生的智慧高速公路交通流全时空管控关键技术及应用示范
108001-AC2101                   	跨媒体智能短视频生成关键技术
112004-AD2002/002               	800G硅基光发射集成芯片
111008-BA2102                   	知识数据协同驱动的智能电网韧性提升调度决策方法
111007-AA2006                   	零样本目标分割关键算法研究
116000-BB2101                   	大规模确定性骨干网络架构及关键技术研究
112004-AA2003                   	★基于融合信道模型的太赫兹安全通信策略
116000-AC2101                   	复杂交通环境下基于多传感器融合的环境感知及定位算法研究及应用-基于多传感器融合的环境感知及定位技术研究与应用
116000-KB2102                   	合作式智能交通系统（C-ITS）在智慧出行及可持续城市中的应用
112004-DB2001                   	面向B5G和6G公共服务平台-基于人工智能的无线网络切片技术研究
112004-DB2001PT                 	面向B5G和6G公共服务平台-基于人工智能的无线网络切片技术研究配套经费
112003-AA2003                   	★逆变器信息物理安全防护关键技术研究
113009-AA2004                   	★面向真空光阱系统的光源噪声抑制技术研究
111001-ZX1801/006               	科学装置集成及计算平台
107000-211002                   	南湖园区食堂代收代付餐费
107000-541601                   	条件保障部-业务费
117002-AC2101                   	下一代Chiplet智能计算芯片设计                                                                                                                                                                           
112004-540401                   	未来网络技术研究院—智能网络研究中心—日常运行经费
112003-BB2101                   	基于时空特性的智能安全接入技术
121001-UA2105                   	自主水下航行器基于多元感知融合的深海热液羽流追踪定位方法研究
101000-AK2102                   	新型研发机构职能部门设置研究
103001-AK2101                   	之江实验室科研诚信体系建设研究
115002-AC1902                   	★高能效服务型双足机器人
113009-BA2102                   	面向地磁样品高精度磁成像的金刚石磁强计关键技术研究
112004-BA2101                   	面向电离层应用的甚低频天线理论研究
111007-AD1901/001               	天枢人工智能开源开放平台
113010-540402                   	类人感知研究中心—日常运行经费
113009-BA2101                   	基于脉冲激光推进的光阱微利起支方法与机理研究
115004-540402                   	健康医疗大数据研究中心—日常运行经费
112003-AC2101                   	软件定义晶上系统先导项目                                                                                                                                                                                
105000-ZZ2001                   	钉钉审批测试
113011-540402                   	智能芯片与器件研究中心—日常运行经费
115011-540402                   	智能社会治理研究中心—日常运行经费
115008-540402                   	智能科技标准化研究中心—日常运行经费
113015-AC2101                   	基于旋转衍射成像的轻小型面阵高光谱相机
108001-AC2102                   	跨媒体动画智能创作系统及应用示范
112003-BC1901                   	智慧物联网的可重构服务架构及关键技术
111007-AD1901/004               	多任务预训练语言模型的自动压缩技术研究
111007-AD1901/005               	复杂场景下的交通要素感知模型与算法
111007-AD1901/006               	高动态大尺度环境下的场景识别算法
100000-652201                   	其他收入
111007-AD1901/007               	面向室外多源视频的行为算法研究
105001-AK2101                   	之江实验室科研项目经费“包干制”研究
113010-AE1901                   	微纳加工平台建设
100000-420021                   	固定资产及费用归集项目
112004-GA2001PT                 	浙江省“万人计划”科技创新领军人才（2019R52028）
112004-ZX1801-1/001             	内生安全的拟态工业控制系统
113010-UB2120QJ                 	基于多光谱技术的医用内窥镜图像增强方法研究
121001-AL2103                   	高性能双足机器人及实景化应用
113010-AD1903                   	★声学实验室建设
121009-AC2103                   	影视创作素材库建设
113010-GE2001                   	适用于灵巧机械手的穿戴式触觉传感器的研究
111007-AA2004                   	★多因素耦合退化下的多视角图像超分辨重建研究
110001-AK2101                   	之江实验室品牌文化建设探索研究
111007-AA2005                   	★复杂场景下的安全帽检测及实例分割研究
111007-AA2004**                 	多因素耦合退化下的多视角图像超分辨重建研究（已验收）
113010-AA2004                   	★无线、无源的可穿戴VOCs传感系统的研究
121010-TD2102                   	P级人工智能芯片及异构计算集群（人工智能计算平台管理系统）
101000-AA2001                   	★数字化转型背景下科技创新生态构建研究
117008-540402                   	光电智能计算研究中心—日常运行经费
115002-PI2002                   	PI科研启动经费
100000-541900                   	2020年度南湖园区项目经费
100000-541400                   	工会经费（计提）
113005-Z71802                   	传感器技术调研和实验室群规划设计
113010-UB2111QJ                 	应用于纳米激光直写系统的阵列多通道空间光电光调制器研究
111012-540402                   	混合增强智能研究中心—日常运行经费
113009-GD2101                   	金刚石NV色心温度测量系统中的宽频主动磁补偿方法研究
111011-540402                   	跨媒体智能研究中心—日常运行经费
113011-GD2102                   	基于阻抗边界条件的时域有限差分法超表面天线模型降阶算法研究
113013-540402                   	传感材料与器件研究中心-日常运行经费
113014-540402                   	传感系统研究中心-日常运行经费
113010-AB2104                   	基于VR与便携式传感器融合的癫痫智能分析与辅助诊断研究
113010-AB2103                   	仿生人眼的计算三维成像技术研究
113010-AB2101                   	面向帕金森病增强干预控制的多模态跨模量阵列化脑机接口研究
112003-AB2101                   	面向多芯粒(Chiplet)集成系统的一体化互连体系结构研究
112004-AB2105                   	复杂环境下异构多模态数据驱动的云边端协同智能支撑关键技术
112004-AB2104                   	面向5G新业务的公有云网络智能流量调度机制
112004-AB2103                   	基于弹性IP的智能路由技术
112004-AB2102                   	边缘网络通信与计算融合智能分片技术
112004-AB2101                   	基于多模式数据驱动的无线边缘智能
115002-AB1906                   	人工智能驱动下的无人机避障及路径规划
111009-AB2106                   	面向边缘智能控制器的局域高安全可信执行环境构建技术
111001-ZX1801/002               	磁兼容的经颅直流电刺激模块研究
113012-PI2101                   	PI科研启动经费（超大消光比集成电光调制器）
115002-UB2108QJ                 	Multimodal based Active Speaker and Addressee Detection in Multi-Party Human-Robot Interaction
102000-542005/003               	博士后创新人才支持计划日常经费—陆遥
100000-420031                   	增值税归集项目（2021年度非财拨项目支出纵向）
100000-420032                   	增值税归集项目（2021年度非财拨项目支出横向）
102000-542002/004               	博士后日常经费-生活补贴
102000-542002/005               	博士后日常管理工作经费
103000-540402                   	科研发展部—日常运行经费
113005-ZK1901                   	激光肿瘤消融过程温度场智能监控与反馈研究
102000-542005                   	人力资源部—博士后创新人才支持计划日常经费
106000-540402                   	纪检监察审计部—日常运行经费
103000-AF2103                   	高通量纳米光刻与成像装置实验室环境建设
115002-UB2107QJ                 	超冗余灵巧臂的路径规划和运动控制研究
100000-201006                   	信息化中心—智慧园区
116000-TW2101                   	基于边缘计算的智能交通算法
112004-AD2002/001               	大功率多波长DFB激光器芯片
113009-TW2101                   	基于惯性测量单元的工作面直线度检测系统
115004-UB2103QJ                 	基于多模态注意力的肝细胞癌微血管侵犯精准预测
115002-UB2110QJ                 	机器人视觉感知系统持续学习技术研究
113010-UB2113QJ                 	超分辨并行激光直写系统中涡旋光阵列产生与调控方法的研究
113010-UB2114QJ                 	基于CMOS成像的阵列式气体传感器件研究
113010-UB2115QJ                 	基于智能手机的人工味觉系统构建及在非制式爆炸物检测应用中的研究
103000-AF2104                   	生物计算实验平台
113010-UB2104SJ                 	并行高速双光子3D激光直写技术与系统的研究
113010-UB2116QJ                 	并行高速双光子3D激光直写技术与系统的研究
117005-540402                   	智能计算平台研究中心—日常运行经费
115006-AD2001                   	大规模多维数据实时计算技术及平台
113013-PI2101                   	激光诱导钙钛矿量子点生长与性能调控                                                                                                                                                                      
100000-217039                   	团建费-智能计算平台研究中心
113010-UB2117QJ                 	基于特种光纤阵列的高通量超分辨光刻方法与技术研究
113010-UB2118QJ                 	基于III-V/Si混合集成的光纤布拉格光栅片上解调仪
113010-UB2119QJ                 	双光子并行直写系统中PPI阵列产生及独立控制研究
113009-UB2108QJ                 	基于气溶胶光镊的单颗粒气溶胶成分分析技术研究
113009-UB2109QJ                 	弱测量辅助下的基于宇称-时间对称及原子磁力计的量子传感研究
113009-UB2110QJ                 	SERF原子惯性测量装置中的激光加热及其无磁闭环反馈实验研究
111011-AB2108                   	视觉与语言跨媒体自适应关联理解与知识挖掘                                                                                                                                                                
111008-UB2102QJ                 	联合数据与规则的城市道路环境下智能协作换道行为产生方法研究
111002-UB2105QJ                 	动态情绪信息的多感觉整合及其认知神经机制
111002-UB2106QJ                 	面向城市时空大数据的时空网络模型与应用研究
111007-AC1902                   	非配合环境下视频智能分析算法与平台
111008-AB2108                   	大规模OWL医学本体的自动化构建与复用
112003-DB2005                   	时间敏感网络交换机
111008-AB2107                   	面向稀疏点云与图像融合的三维复杂环境感知
111008-AB2106                   	室外场景语义分割与重建
111008-AB2105                   	面向领域大数据的跨媒体知识图谱构建与学习
111008-AB2104                   	非侵入式脑机接口系统安全性研究
111008-AB2103                   	基于分布式优化的群智协同计算理论与方法
111008-AB2102                   	面向云原生边缘计算的智能资源分配与任务调度优化研究
111008-AB2101                   	大规模多模态知识图谱的深度语义融合与实体检索研究
111007-AB2103                   	人工智能模型鲁棒安全技术研究
111007-AB2102                   	分布式紧密子图查询处理关键技术研究
111006-AB2104                   	基于新型存储介质的可扩展深度学习框架
111006-AB2103                   	脉冲神经网络增广信息处理算法及应用研究
111006-AB2102                   	分布式异构计算平台的智能化任务调度方法
111006-AB2101                   	片上千核异构系统的在线自测试和动态重配置技术
111002-AB2104                   	图论问题的机器学习理论与方法
111002-AB2103                   	面向复杂异构数据的联邦学习方法研究
111002-AB2102                   	自适应在线学习理论和方法
111002-AB2101                   	数据与知识驱动的认知计算模型
111009-AB2102                   	基于区块链的高可信可扩展分布式存储机制研究
111009-AB2101                   	区块链存储网络基于纠删码的高可靠存储技术研究
111009-AB2103                   	区块链使能联邦学习的理论与技术研究
111009-AB2104                   	基于区块链的分布式可信计算框架
113011-AB2103                   	铁电突触器件的感存算一体化阵列的研究
113011-AB2102                   	近传感存算一体电路设计优化
113011-AB2101                   	chiplet互联与封装技术
113010-AB2106                   	基于触觉与视觉融合的机器人操作与人机交互技术研究
113010-AB2105                   	基于仿生视觉传感器的三维场景动态感知
111009-AB2105                   	基于区块链的广域协同身份管理和访问控制研究
107000-216004                   	东区配套改造经费
100000-900401                   	进口设备-海关预付保证金
107000-AK2101                   	大型综合园区人性化环境建设协同设计与技术细则研究
107000-216006                   	智慧园区建设与研发经费
107000-216008                   	数据中心经费
121007-6TW2101                  	5G+TSN技术研究与TSN交换机关键技术验证测试
117001-AC2101                   	超算互联网系统集成与服务平台构建及应用
112004-PI2101                   	PI科研启动经费（太赫兹超高速无线通信相位噪声高性能抑制研究）
111001-ZX1801/003               	磁兼容的电极阵列采集与刺激模块研究
112003-BB2102                   	内生安全交换机关键技术研究
113009-UA2102                   	面向金刚石色心惯性测量系统的PS-SDM宽频原位温度补偿方法研究
111011-UA2101                   	大规模图信号的采样与恢复方法研究及其在社交舆情监测中的应用
116000-UA2101                   	基于光热电效应的超宽带二维材料光电探测器研究
121004-UA2101                   	三维结构光照明超分辨快速成像算法研究
121006-KE2102                   	打造整理智治现代政府的国际借鉴和建议
112004-TD2001                   	高速公路智慧化提升算法
115006-KE2101                   	浙江提升关键核心技术公关能力的创新模式、体制机制和典型案例研究
121001-AL2104                   	基于仿生机理的双足机器人柔顺腿部结构与弹跳运动研究                                                                                                                                                      
116000-AB2101                   	基于聚合物光波导的高速背板互连技术研究                                                                                                                                                                  
105000-540401                   	财务资产部-日常运行经费
119003-AB2101                   	基于磷原子核自旋的量子生物智能与计算及其实验研究                                                                                                                                                        
113010-UB2121SJ                 	基于原位可控照明的片上高集成移频超分辨显微成像方法研究
113010-UB2122SJ                 	面向智能机器人的柔性三维力和温度传感器研究
113010-UB2124SJ                 	湿气驱动的可持续自供电触觉传感器研究
121001-AB2101                   	基于知识与场景信息的多机器人深度强化学习任务自动决策方法                                                                                                                                                
113010-UB2125SJ                 	面向皮肤分泌VOCs的柔性传感器阵列及其智能检测系统研究
115002-UB2111SJ                 	面向高鲁棒欠驱动步行的仿人机器人稳定性条件与控制方法研究
113009-UB2112SJ                 	弱测量辅助下的基于宇称-时间对称及原子磁力计的量子传感研究
113009-UB2113SJ                 	基于原子自旋SERF效应的超高灵敏惯性测量
111002-UB2109SJ                 	面向城市时空大数据的多视图时空网络模型与应用研究
113010-UB2127SJ                 	应用于纳米激光直写系统的阵列多通道空间光电光调制器研究
115002-UB2112SJ                 	用于人机共融的超冗余灵巧臂的优化设计与运动控制研究
113010-UB2128SJ                 	用于爆炸物检测的超灵敏仿生嗅觉传感技术研究
115004-UB2105SJ                 	跨中心磁共振扩散成像的在线智能评估和融合分析方法研究
121004-UA2102                   	基于特种光纤选模器件的高效超分辨直写式光刻系统的关键技术研究
121001-UA2102                   	仿人机器人踝足的拟人优化与足位姿控制研究
111010-UA2101                   	基于尺度融合的社交网络信息传播和舆情分析技术研究
113009-BA2103                   	面向金刚石色心惯性测量系统的磁热协同原位补偿机制研究                                                                                                                                                    
115002-GA2001/001               	地外复杂未知无约束环境多源传感器协同精准感知
113010-UA2005                   	医学图像的多模态融合与智能处理（2020TQ0292）
115002-UA2004                   	基于深度强化学习的仿生多飞行模式无人飞行器可行性研究（2020TQ0294）
115002-GA2001/002               	云网端结合的机器人智能云平台
115004-BA2107                   	基于深度几何先验学习和无监督领域自适应的腹部CT多 器官精准分割方法研究                                                                                                                                   
116000-UB2101SJ                 	基于强化学习的城市快速路匝道合流智能控制方法
113010-UB2102SJ                 	基于III-V/Si混合集成的光纤布拉格光栅片上解调仪                                                                                                                                                          
113011-UB2101SJ                 	高分辨率毫米波雷达系统研究
113010-UB2107SJ                 	基于CMOS成像的阵列式气体传感器件研究                                                                                                                                                                    
113010-UB2106SJ                 	基于智能手机的人工味觉系统构建及在非制式爆炸物检测应用中的研究                                                                                                                                          
115002-UB2101SJ                 	机器人视觉感知系统持续学习技术研究                                                                                                                                                                      
113010-UB2103SJ                 	基于特种光纤阵列的高通量超分辨光刻方法与技术研究                                                                                                                                                        
116000-UB2102SJ                 	基于新型太赫兹探测器的通信应用研究
116000-UB2103SJ                 	基于异质异构架构的可重构光电集成系统
115002-GA2001PT/002             	云网端结合的机器人智能云平台
111002-AB1901                   	机器学习中非负数据分析的优化模型和快速算法研究
111001-ZX1801/005               	大视场高分辨率脑信息光学成像装置研制
111001-ZX1801/004               	磁兼容的精准光遗传学光操控装置
121005-KB2101                   	面向智联网的6G通信基带芯片关键技术-面向智联网的6G通信基带芯片关键技术
111008-BC2101                   	边云协同分布式计算平台
112003-GA2001PT                 	工业互联网内生安全试验场
121005-BC2101                   	面向人工智能操作系统领域的开源测评公共服务平台
100000-217023                   	团建费-智能科技标准化研究中心
119001-AB2102                   	物联网跨域协同可信智能服务计算理论研究                                                                                                                                                                  
112004-BC2001                   	高性能光互联通信系统样机
100000-217024                   	团建费-智能社会治理研究中心
100000-217020                   	团建费-智能机器人研究中心
100000-217021                   	团建费-健康医疗大数据研究中心
100000-217022                   	团建费-金融科技研究中心
100000-217025                   	团建费-杭钢/之江数字经济联合创新研究中心
121005-AB2102                   	复杂交通环境下“自动驾驶能力”评价技术研究                                                                                                                                                              
119003-AB2102                   	新型类组织膜系统理论及实现方法研究                                                                                                                                                                      
111007-AA2005**                 	复杂场景下的安全帽检测及实例分割研究（已验收）
112004-AA2002                   	★基于智能反射表面的低功耗无线功能通信网络收发机设计
113010-AA2004**                 	无线、无源的可穿戴VOCs传感系统的研究（已验收）
112002-AA2001                   	★基于边缘计算的低延时卫星通信技术研究
112004-AA2001                   	★基于混合区块链架构的车联网高效可信数据共享关键技术研究
113010-AC2001                   	高频宽带穿颅超材料换能器设计及研制（一期）
112004-ZX1801-1                 	工业互联网拟态边缘网关研制（先进工业互联网安全平台课题一内生安全的拟态工业控制系统）
111002-AB1902                   	可微分编程-基于优化的新型机器学习模型
115002-BC1901/001               	无约束环境下基于多传感信息融合的协同感知
112004-ZX1801-1/002             	配套经费
112004-ZX1801-2                 	工业互联网安全现场应急检测工具（先进工业互联网安全平台课题二内生安全的拟态边缘网关）
113009-AD1901                   	基于光动量效应的极弱力与加速度测量科学装置
112004-ZX1801-2/001             	内生安全的拟态边缘网关
115002-BC1901PT/001             	无约束环境下基于多传感信息融合的协同感知
115002-BC1901PT/002             	大范围场景语义建模和透彻理解
112004-ZX1801-2/002             	配套经费
113009-AE1901                   	基于原子自旋效应的超高灵敏极弱磁测量科学装置
113009-AE1903                   	基于原子自旋效应的超高灵敏惯性测量科学装置
112004-ZX1801-3                 	内生安全工业交换机设备研制（先进工业互联网安全平台课题三内生安全的拟态工业云平台）
112004-ZX1801-3/001             	内生安全的拟态工业云平台
112004-ZX1801-3/002             	工业互联网先进试验场
112004-ZX1801-3/003             	拟态关键技术研究
112004-ZX1801-3/004             	配套经费
115016-540402                   	北京研究中心专项经费
115002-UB2106QJ                 	电热驱控全海深软机器系统设计与智能控制
103000-AF2105                   	AI莫干山基地北洞科学工程—超高灵敏精密测量实验室建设（一期）
111006-UB2102QJ                 	多机制融合的脉冲神经网络学习算法研究
113009-UB2103SJ                 	弱测量辅助下的基于宇称-时间对称及原子磁力计的量子传感研究                                                                                                                                               
111008-UB2101SJ                 	联合数据与规则的城市道路环境下智能协作换道行为产生方法研究                                                                                                                                              
113009-UB2101SJ                 	面向微米-亚毫米尺度磁表征的室温高灵敏度光纤金刚石磁强计研究                                                                                                                                             
112003-AC2102                   	面向分布式计算环境的全维可定义智信网络
111002-UB2103SJ                 	动态情绪信息的多感觉整合及其认知神经机制                                                                                                                                                                
115011-UB2101SJ                 	基于社会感知数据的公共场所人群聚集事件识别及推演                                                                                                                                                        
113010-UB2105SJ                 	基于巯基烯光点击聚合的有机-无机杂化超分辨率飞秒激光光刻胶研究
113009-UB2102SJ                 	SERF原子惯性测量装置中的激光加热及其无磁闭环反馈实验研究                                                                                                                                                
113009-UB2104SJ                 	基于气溶胶光镊的单颗粒气溶胶成分分析技术研究                                                                                                                                                            
116000-UB2105QJ                 	基于强化学习的城市快速路匝道合流智能控制方法
113010-UB2101SJ                 	双光子并行直写系统中PPI阵列产生及独立控制研究                                                                                                                                                           
116000-UB2106QJ                 	基于异质异构架构的可重构光电集成系统
116000-UB2104QJ                 	基于新型太赫兹探测器的通信应用研究
116000-UB2107SJ                 	工业物联网轻量级安全接入关键技术研究
100000-420025                   	激励费归集项目
118000-UA2101                   	仿人机器人双臂协同运动规划研究
121002-UA2101                   	面向小样本多时间粒度特征的脓毒症预后模型研究
121002-UA2102                   	基于图神经网络的肺癌脑转移瘤放疗相关大脑微结构损伤的预测研究
102000-542004                   	人力资源部—博士后国际交流计划引进项目
115004-AD2001HZ                 	面向多中心协同的生物医学智能信息技术平台构建及应用（二期）
112004-PI2001                   	PI科研启动经费（交通大数据挖掘与分析）
113014-BI2101                   	国家千人计划青年项目
111011-AB2103                   	面向大规模医学影像的深度模型预训练与泛化研究                                                                                                                                                            
111010-AB2106                   	开放多目标场景中的自适应迁移与启发式少样本学习
117006-AB2101                   	开放环境下多任务求解的类脑连续学习研究                                                                                                                                                                  
102000-542006/001               	博士后国际交流计划派出项目—王浩
111011-AB2107                   	基于大规模预训练基础模型的多模态多任务理解关键技术                                                                                                                                                      
102000-542006                   	人力资源部—博士后国际交流计划派出项目
111011-AB2101                   	多对齐机制下跨视听媒体深度协同感知算法研究与应用示范                                                                                                                                                    
111010-AB2103                   	基于潜在表示和多目标稀疏深度神经网络的无监督学习                                                                                                                                                        
112004-AD2002/003               	800G硅基光接收集成芯片
111010-AB2102                   	基于人脸大数据的无监督学习                                                                                                                                                                              
112004-AD2001/004               	Tbit光电太赫兹通信器件芯片与系统-韩欣丽
121004-UA2103                   	基于可控介质微球阵列的超分辨激光直写加工及原位检测技术研究
121002-UA2103                   	基于门限同态加密的隐私保护下多中心临床数据分析方法研究
113010-UB2112QJ                 	基于AOD扫描高速激光直写技术研究
117007-540402                   	智能计算软件研究中心—日常运行经费
115004-UB2101SJ                 	基于多模态的肝细胞癌微血管侵犯精准预测
113010-UB2123SJ                 	基于AOD扫描高速激光直写技术研究
113011-AD1901                   	大规模光交换芯片
115004-UB2104QJ                 	多中心医学磁共振图像智能增强及融合技术研究
115002-UB2104SJ                 	超冗余灵巧臂的路径规划和运动控制研究
115002-UB2105SJ                 	电热驱控全海深软机器系统设计与智能控制
112004-GA2001                   	浙江省“万人计划”科技创新领军人才（2019R52028）
111006-UB2101SJ                 	多机制融合的脉冲神经网络学习算法研究
113010-UB2110SJ                 	基于多光谱技术的医用内窥镜图像增强方法研究
111012-PI2101                   	★微型化无线脑电采集设备的关键技术研究
115007-UA2002QJ                 	大规模复杂图数据的局部结构挖掘与预测算法研究
115007-UA2002SJ                 	大规模复杂图数据的局部结构挖掘与预测算法研究
113009-UB2111SJ                 	基于SERF效应的极弱磁装置在碱金属-惰性气体电偶极矩探测中的应用
111007-UB2101SJ                 	跨模态的动作识别与行为时序定位方法研究
113009-UB2105SJ                 	利用SERF原子自旋量子精密传感器测量自旋与速度相关的新奇相互作用力
113010-UB2109SJ                 	应用于纳米激光直写系统的阵列多通道空间光电光调制器研究
115002-UB2102SJ                 	仿人机器人高效能脚的结构设计与力/位混合控制研究
115004-UB2102SJ                 	多中心医学磁共振图像智能增强及融合技术研究
115002-UB2109QJ                 	仿人机器人高效能脚的结构设计与力/位混合控制研究
115011-UB2102QJ                 	基于社会感知数据的公共场所人群聚集事件识别及推演
121004-BA2103                   	新型三维中空形光场调制机理及技术研究                                                                                                                                                                    
121002-BA2105                   	关键成像参数对多中心扩散峰度成像异质性的影响及其校正融合研究                                                                                                                                            
117007-BA2101                   	基于深度神经网络的图像分类跨任务迁移研究
121001-BA2104                   	高温单晶硅液位和直径集成式精确检测关键技术研究                                                                                                                                                          
115002-GA2001                   	浙江省“万人计划”杰出人才（2019R51010)
121001-BA2101                   	基于混合整数规划的混合动力中型多旋翼飞行器一体化设计方法                                                                                                                                                
113014-BA2103                   	基于微纳光纤波长敏感微结构的分布式柔性光学触觉传感研究                                                                                                                                                  
117008-BA2101                   	双频激光操控稀土-钙钛矿玻璃微纳空间荧光及其全光开关应用
113014-BA2102                   	基于微纳光纤的新型光波导驱动器多角度复杂变形机理研究                                                                                                                                                    
116000-BA2101                   	针对工业网络高可用性的主动安全防御机理研究                                                                                                                                                              
121004-BA2102                   	激光束漂移高精度检测与高速校正关键技术研究                                                                                                                                                              
117005-BA2101                   	视觉目标检测中的表征学习方法与应用研究                                                                                                                                                                  
117006-BA2102                   	融合情景记忆机制的类脑强化学习模型及算法研究                                                                                                                                                            
119002-BA2101                   	智慧物联网中的异构数据分析与次模理论研究                                                                                                                                                                
116000-BA2102                   	基于宇称-时间对称性破缺的全光太赫兹振荡器关键技术研究                                                                                                                                                   
121004-BA2101                   	基于金属氧化物纳米团簇的超分辨双色光敏飞秒激光光刻胶研究                                                                                                                                                
117005-BA2102                   	面向多特征高光复杂曲面的面形-缺陷一体化测量方法研究                                                                                                                                                     
115015-540402                   	智能超算研究中心-日常运行经费
115013-540402                   	先进计算机研究中心-日常运行经费
111002-UB2102SJ                 	果蝇幼虫软体机器人的运动控制与仿生运动生成算法研究
111002-UB2107QJ                 	果蝇幼虫软体机器人的运动控制与仿生运动生成算法研究
111002-UB2104SJ                 	果蝇幼虫打滑适应行为的运动神经控制机制
111002-UB2108QJ                 	果蝇幼虫打滑适应行为的运动神经控制机制
111007-UB2103SJ                 	面向自动驾驶的目标检测方法与应用研究
117006-UB2101PJ                 	多机制融合的脉冲神经网络学习算法研究
117007-UA2101                   	深度学习框架中分布式训练自动化的关键技术与应用
119001-UB2101SJ                 	Effective Active Interactive Learning with Interpretation and Explanation Model for Outlier Detection
119001-UB2102QJ                 	Effective Active Interactive Learning with Interpretation and Explanation Model for Outlier Detection
113009-UB2107QJ                 	基于SERF效应的极弱磁装置在碱金属-惰性气体电偶极矩探测中的应用
115002-UA2103                   	深海软体机器人
113010-UB2108SJ                 	基于STED并行激光直写系统中涡旋光阵列产生与调控方法的研究
113015-UA2101                   	基于点扩散函数工程的体荧光寿命即时成像技术研究
121002-UB2106PJ                 	基于多模态的肝细胞癌微血管侵犯精准预测
121005-UB2101PJ                 	基于联邦学习的个性化驾驶行为预测方法研究
103000-AF2101                   	水声探测器研制与测试
121001-UB2114PJ                 	可变形结构的动力学与控制
121005-AB2101                   	基于场景理解的可解释自动驾驶端到端决策技术研究                                                                                                                                                          
121002-BA2104                   	基于多时间粒度特征的重症疾病实时预后预测方法                                                                                                                                                            
115012-540402                   	杭钢中心日常运行经费（管理费）
100000-217002                   	团建费-科研发展部
100000-217004                   	团建费-财务资产部
100000-217005                   	团建费-条件保障部
100000-217006                   	团建费-纪检监察审计部
100000-217008                   	团建费-人才工作办公室
100000-217029                   	团建费-之江/燧原联合创新研究中心
100000-217028                   	团建费-科艺融合研究中心
100000-217031                   	团建费-应用数学与机器智能研究中心
100000-217027                   	团建费-党群工作部
100000-217032                   	团建费-智慧交通研究中心
121005-540402                   	智慧交通研究中心—日常运行经费
100000-217033                   	团建费-大数据智能研究中心
100000-217037                   	团建费-智能计算硬件研究中心
100000-217036                   	团建费-光电智能计算研究中心
100000-217038                   	团建费-智能计算软件研究中心
100000-217035                   	团建费-混合增强智能研究中心
100000-217041                   	团建费-传感系统研究中心
100000-217042                   	团建费-智能超算研究中心
100000-217043                   	团建费-先进计算机研究中心
100000-217007                   	团建费-发展合作部
100000-217034                   	团建费-跨媒体智能研究中心
100000-217040                   	团建费-传感材料与器件研究中心
111007-AD1901/002               	★智能机器人云控平台
